Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: Individual customer service information: 

Customer  Arrival    Service  Queue  Teller  Time Serv  Time Cust  Time Serv  Time Spent 
  40    60.59      16.54      0      1     70.71      10.12      87.25      26.66
  41    64.17      3.83      0      4     78.29      14.11      82.12      17.94
  42    64.80      16.99      0      0     78.97      14.17      95.95      31.16
  43    68.65      12.62      0      4     82.12      13.46      94.73      26.08
  44    70.58      11.75      0      2     84.64      14.06      96.39      25.81
  45    71.12      3.07      0      3     85.36      14.24      88.44      17.31
  46    71.64      1.31      0      1     87.25      15.61      88.56      16.92
  47    73.79      0.74      0      3     88.44      14.65      89.17      15.39
  48    75.84      9.15      0      1     88.56      12.72      97.71      21.87
  49    77.41      3.79      0      3     89.17      11.76      92.96      15.55
  50    81.95      2.52      0      3     92.96      11.01      95.48      13.53
  51    82.12      8.85      0      4     94.73      12.61      103.59      21.47
  52    92.54      2.87      0      3     95.48      2.94      98.35      5.81
  53    93.48      2.37      0      0     95.95      2.47      98.32      4.84
  54    96.28      7.20      0      2     96.39      0.11      103.58      7.30
  55    96.95      24.41      0      1     97.71      0.76      122.12      25.17
  56    97.99      10.04      0      0     98.32      0.34      108.36      10.38
  57    98.77      1.76      -1      3     98.77      0.00      100.53      1.76
  58    105.33      6.72      -1      2     105.33      0.00      112.05      6.72
  59    105.73      3.76      -1      3     105.73      0.00      109.49      3.76
  60    107.64      9.49      -1      4     107.64      0.00      117.13      9.49
  61    108.81      6.78      -1      0     108.81      0.00      115.59      6.78
  62    109.22      10.75      0      3     109.49      0.27      120.24      11.02
  63    110.38      2.11      0      2     112.05      1.67      114.16      3.79
  64    110.79      11.95      0      2     114.16      3.38      126.11      15.32
  65    112.01      2.26      0      0     115.59      3.58      117.85      5.84
  66    116.61      13.98      0      4     117.13      0.52      131.11      14.50
  67    122.25      22.51      -1      0     122.25      0.00      144.77      22.51
  68    124.49      17.04      -1      1     124.49      0.00      141.54      17.04
  69    129.24      1.77      -1      2     129.24      0.00      131.01      1.77
  70    131.28      0.35      -1      2     131.28      0.00      131.63      0.35
  71    132.18      6.63      -1      2     132.18      0.00      138.81      6.63
  72    132.20      0.51      -1      3     132.20      0.00      132.72      0.51
  73    132.78      7.64      -1      3     132.78      0.00      140.41      7.64
  74    133.82      6.82      -1      4     133.82      0.00      140.64      6.82
  75    134.40      2.07      0      2     138.81      4.41      140.88      6.48
  76    136.55      7.92      0      3     140.41      3.86      148.33      11.78
  77    138.90      4.84      0      4     140.64      1.74      145.48      6.58
  78    139.22      16.62      0      2     140.88      1.66      157.50      18.29
  79    141.87      11.53      -1      1     141.87      0.00      153.40      11.53
  80    145.66      10.21      -1      0     145.66      0.00      155.87      10.21
  81    146.22      1.77      -1      4     146.22      0.00      147.99      1.77
  82    146.30      1.97      0      4     147.99      1.69      149.96      3.66
  83    149.01      9.41      -1      3     149.01      0.00      158.42      9.41
  84    149.04      1.05      0      4     149.96      0.93      151.01      1.98
  85    149.71      2.71      0      4     151.01      1.31      153.73      4.02
  86    149.73      8.35      0      1     153.40      3.67      161.75      12.03
  87    150.72      4.15      0      4     153.73      3.00      157.88      7.16
  88    151.17      14.70      0      0     155.87      4.70      170.57      19.40
  89    153.08      4.75      0      2     157.50      4.42      162.25      9.17
  90    155.34      2.45      0      4     157.88      2.54      160.34      5.00
  91    160.67      1.29      -1      3     160.67      0.00      161.96      1.29
  92    160.78      11.36      -1      4     160.78      0.00      172.14      11.36
  93    163.86      19.51      -1      1     163.86      0.00      183.37      19.51
  94    166.42      5.65      -1      2     166.42      0.00      172.07      5.65
  95    167.20      1.39      -1      3     167.20      0.00      168.59      1.39
  96    169.51      4.12      -1      3     169.51      0.00      173.63      4.12
  97    170.00      2.39      0      0     170.57      0.57      172.96      2.96
  98    170.72      15.34      0      2     172.07      1.35      187.41      16.69
  99    171.91      0.52      0      4     172.14      0.23      172.66      0.75
  100    173.54      7.66      -1      0     173.54      0.00      181.21      7.66
  101    174.39      3.19      -1      3     174.39      0.00      177.59      3.19
  102    174.46      0.82      -1      4     174.46      0.00      175.29      0.82
  103    175.69      4.03      -1      4     175.69      0.00      179.72      4.03
  104    175.88      9.00      0      3     177.59      1.70      186.58      10.70
  105    179.36      5.52      0      4     179.72      0.36      185.24      5.88
  106    181.72      1.17      -1      0     181.72      0.00      182.88      1.17
  107    184.66      14.71      -1      0     184.66      0.00      199.37      14.71
  108    187.00      1.32      -1      1     187.00      0.00      188.32      1.32
  109    188.59      2.09      -1      1     188.59      0.00      190.68      2.09
  110    190.43      19.49      -1      2     190.43      0.00      209.93      19.49
  111    193.22      6.36      -1      1     193.22      0.00      199.58      6.36
  112    194.34      6.56      -1      3     194.34      0.00      200.90      6.56
  113    208.42      9.00      -1      0     208.42      0.00      217.42      9.00
  114    209.52      26.31      -1      1     209.52      0.00      235.83      26.31
  115    209.58      8.12      -1      3     209.58      0.00      217.70      8.12
  116    211.12      6.87      -1      2     211.12      0.00      217.99      6.87
  117    211.53      12.74      -1      4     211.53      0.00      224.27      12.74
  118    214.27      9.72      0      0     217.42      3.15      227.14      12.87
  119    214.41      10.71      0      3     217.70      3.29      228.41      14.00
  120    215.54      3.90      0      2     217.99      2.44      221.89      6.34
  121    215.92      2.08      0      2     221.89      5.97      223.97      8.05
  122    218.67      4.09      0      2     223.97      5.30      228.06      9.39
  123    219.50      1.55      0      4     224.27      4.77      225.82      6.32
  124    225.94      4.59      -1      4     225.94      0.00      230.54      4.59
  125    233.90      16.91      -1      0     233.90      0.00      250.82      16.91
  126    237.20      5.15      -1      1     237.20      0.00      242.35      5.15
  127    238.03      1.40      -1      2     238.03      0.00      239.43      1.40
  128    238.19      8.50      -1      3     238.19      0.00      246.69      8.50
  129    239.09      29.66      -1      4     239.09      0.00      268.75      29.66
  130    242.54      6.79      -1      1     242.54      0.00      249.33      6.79
  131    242.94      0.65      -1      2     242.94      0.00      243.58      0.65
  132    243.23      18.51      0      2     243.58      0.35      262.09      18.86
  133    245.66      0.53      0      3     246.69      1.03      247.22      1.56
  134    247.66      6.39      -1      3     247.66      0.00      254.05      6.39
  135    249.24      10.72      0      1     249.33      0.09      260.05      10.81
  136    250.80      2.11      0      0     250.82      0.01      252.93      2.13
  137    250.96      1.54      0      0     252.93      1.97      254.47      3.51
  138    254.16      3.12      -1      3     254.16      0.00      257.28      3.12
  139    254.89      1.83      -1      0     254.89      0.00      256.72      1.83
  140    255.76      2.14      0      0     256.72      0.96      258.86      3.10
  141    256.23      1.12      0      3     257.28      1.05      258.40      2.17
  142    258.25      1.87      0      3     258.40      0.14      260.27      2.02
  143    264.55      5.96      -1      0     264.55      0.00      270.52      5.96
  144    264.97      5.44      -1      1     264.97      0.00      270.41      5.44
  145    268.96      10.97      -1      2     268.96      0.00      279.94      10.97
  146    269.55      1.89      -1      3     269.55      0.00      271.44      1.89
  147    272.30      5.74      -1      0     272.30      0.00      278.03      5.74
  148    273.68      31.72      -1      1     273.68      0.00      305.40      31.72
  149    278.44      3.91      -1      0     278.44      0.00      282.35      3.91
  150    287.41      4.10      -1      0     287.41      0.00      291.51      4.10
  151    287.83      3.88      -1      2     287.83      0.00      291.71      3.88
  152    297.91      19.29      -1      0     297.91      0.00      317.20      19.29
  153    298.05      0.95      -1      2     298.05      0.00      299.00      0.95
  154    299.42      3.03      -1      2     299.42      0.00      302.45      3.03
  155    300.05      19.83      -1      3     300.05      0.00      319.88      19.83
  156    303.74      3.35      -1      2     303.74      0.00      307.09      3.35
  157    304.04      4.12      -1      4     304.04      0.00      308.16      4.12
  158    305.06      0.30      0      1     305.40      0.34      305.70      0.64
  159    306.62      4.33      -1      1     306.62      0.00      310.95      4.33
  160    313.44      7.27      -1      1     313.44      0.00      320.71      7.27
  161    313.87      1.60      -1      2     313.87      0.00      315.47      1.60
  162    314.35      3.81      -1      4     314.35      0.00      318.16      3.81
  163    321.12      8.88      -1      0     321.12      0.00      330.00      8.88
  164    322.40      2.35      -1      1     322.40      0.00      324.75      2.35
  165    329.14      7.81      -1      1     329.14      0.00      336.95      7.81
  166    329.15      3.39      -1      2     329.15      0.00      332.54      3.39
  167    329.46      8.75      -1      3     329.46      0.00      338.21      8.75
  168    329.59      2.81      -1      4     329.59      0.00      332.40      2.81
  169    331.05      29.35      -1      0     331.05      0.00      360.40      29.35
  170    338.29      11.70      -1      1     338.29      0.00      349.99      11.70
  171    339.09      11.19      -1      2     339.09      0.00      350.28      11.19
  172    339.14      8.80      -1      3     339.14      0.00      347.94      8.80
  173    343.63      3.69      -1      4     343.63      0.00      347.33      3.69
  174    347.91      13.50      -1      4     347.91      0.00      361.40      13.50
  175    348.82      6.55      -1      3     348.82      0.00      355.37      6.55
  176    348.94      3.09      0      1     349.99      1.05      353.08      4.14
  177    349.63      3.74      0      2     350.28      0.66      354.03      4.40
  178    349.83      11.39      0      1     353.08      3.25      364.47      14.64
  179    350.86      11.76      0      2     354.03      3.17      365.79      14.93
  180    351.08      5.82      0      3     355.37      4.29      361.20      10.12
  181    351.09      10.36      0      0     360.40      9.31      370.75      19.67
  182    353.05      1.80      0      3     361.20      8.15      363.00      9.95
  183    353.17      8.31      0      4     361.40      8.23      369.71      16.54
  184    358.14      22.58      0      3     363.00      4.86      385.58      27.44
  185    358.47      5.92      0      1     364.47      6.00      370.39      11.92
  186    359.40      8.33      0      2     365.79      6.39      374.12      14.72
  187    360.55      16.12      0      4     369.71      9.16      385.83      25.28
  188    368.10      19.00      0      1     370.39      2.29      389.39      21.28
  189    376.90      13.51      -1      0     376.90      0.00      390.42      13.51
  190    378.63      0.96      -1      2     378.63      0.00      379.58      0.96
  191    378.74      0.54      0      2     379.58      0.84      380.12      1.38
  192    379.02      10.27      0      2     380.12      1.10      390.39      11.37
  193    379.49      3.50      0      3     385.58      6.09      389.08      9.59
  194    379.74      1.60      0      4     385.83      6.09      387.43      7.69
  195    381.86      1.31      0      4     387.43      5.58      388.75      6.89
  196    387.04      30.45      0      4     388.75      1.71      419.20      32.16
  197    389.11      25.99      -1      3     389.11      0.00      415.10      25.99
  198    389.39      8.84      -1      1     389.39      0.00      398.23      8.84
  199    390.70      2.75      -1      0     390.70      0.00      393.45      2.75
  200    392.29      3.04      -1      2     392.29      0.00      395.34      3.04
  201    392.90      11.36      0      0     393.45      0.56      404.82      11.92
  202    393.19      13.93      0      2     395.34      2.15      409.27      16.09
  203    394.43      1.13      0      1     398.23      3.80      399.35      4.92
  204    399.22      33.17      0      1     399.35      0.14      432.53      33.31
  205    399.78      2.15      0      0     404.82      5.04      406.97      7.19
  206    401.87      10.61      0      0     406.97      5.10      417.57      15.70
  207    402.75      8.19      0      2     409.27      6.52      417.47      14.71
  208    403.15      1.67      0      3     415.10      11.95      416.77      13.62
  209    405.71      17.41      0      3     416.77      11.06      434.19      28.47
  210    412.08      3.27      0      2     417.47      5.38      420.74      8.66
  211    415.47      8.68      0      0     417.57      2.10      426.25      10.79
  212    420.27      0.56      -1      4     420.27      0.00      420.83      0.56
  213    421.09      17.93      -1      2     421.09      0.00      439.02      17.93
  214    422.45      2.06      -1      4     422.45      0.00      424.52      2.06
  215    431.46      0.30      -1      0     431.46      0.00      431.76      0.30
  216    432.76      13.34      -1      0     432.76      0.00      446.10      13.34
  217    435.12      0.78      -1      1     435.12      0.00      435.89      0.78
  218    435.18      1.55      -1      3     435.18      0.00      436.72      1.55
  219    435.24      18.77      -1      4     435.24      0.00      454.01      18.77
  220    436.70      2.07      -1      1     436.70      0.00      438.77      2.07
  221    437.99      1.74      -1      3     437.99      0.00      439.73      1.74
  222    440.12      55.39      -1      1     440.12      0.00      495.51      55.39
  223    442.26      6.12      -1      2     442.26      0.00      448.38      6.12
  224    444.12      12.69      -1      3     444.12      0.00      456.80      12.69
  225    446.50      0.07      -1      0     446.50      0.00      446.57      0.07
  226    446.88      2.19      -1      0     446.88      0.00      449.07      2.19
  227    449.21      12.72      -1      0     449.21      0.00      461.93      12.72
  228    449.82      44.66      -1      2     449.82      0.00      494.48      44.66
  229    450.73      0.97      0      4     454.01      3.28      454.98      4.26
  230    452.03      12.52      0      4     454.98      2.95      467.51      15.48
  231    452.23      0.98      0      3     456.80      4.58      457.78      5.55
  232    452.63      5.14      0      3     457.78      5.15      462.92      10.29
  233    454.46      2.43      0      0     461.93      7.47      464.35      9.90
  234    460.63      4.23      0      3     462.92      2.29      467.15      6.52
  235    460.82      6.13      0      0     464.35      3.53      470.49      9.67
  236    461.12      2.92      0      3     467.15      6.03      470.07      8.95
  237    465.89      4.53      0      4     467.51      1.61      472.04      6.14
  238    465.93      11.59      0      3     470.07      4.14      481.66      15.73
  239    466.53      2.10      0      0     470.49      3.96      472.59      6.07
  240    466.55      4.59      0      4     472.04      5.49      476.62      10.08
  241    466.97      3.13      0      0     472.59      5.63      475.72      8.75
  242    467.90      4.71      0      0     475.72      7.82      480.43      12.53
  243    470.43      6.86      0      4     476.62      6.19      483.48      13.05
  244    475.18      0.51      0      0     480.43      5.25      480.94      5.76
  245    477.50      10.21      0      0     480.94      3.44      491.14      13.65
  246    478.79      0.91      0      3     481.66      2.87      482.57      3.78



Customers Who did not stay



Customer  Arrival    Service
   Id      Time       Time  
--------  -------    -------



Number of Tellers: 5
Number of Queues: 1
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 246
Number of customers served: 246
Num. Turned Away: 0
Num. who waited: 130
Average Wait: 2.749544527523453
Max Wait: 15.60821597500663
Std. Dev. Wait: 3.9913557494839553
Ave. Service: 8.065221820764119
Average Waiter Wait: 5.20298425977515
Ave. in System: 10.81476634828757

Individual customer service information: 

Customer  Arrival    Service  Queue  Teller  Time Serv  Time Cust  Time Serv  Time Spent 
   Id      Time       Time     Loc    Loc     Begins      Waits      Ends       in Sys   
-----------------------------------------------------------------------------------------
  1    0.65      7.70      -1      0     0.65      0.00      8.36      7.70
  2    1.49      10.95      -1      1     1.49      0.00      12.44      10.95
  3    4.61      8.79      -1      2     4.61      0.00      13.39      8.79
  4    7.11      14.06      -1      3     7.11      0.00      21.17      14.06
  5    10.82      5.62      -1      0     10.82      0.00      16.44      5.62
  6    12.90      5.21      -1      1     12.90      0.00      18.11      5.21
  7    13.06      2.51      -1      4     13.06      0.00      15.57      2.51
  8    14.64      12.42      -1      2     14.64      0.00      27.06      12.42
  9    15.90      5.44      -1      4     15.90      0.00      21.34      5.44
  10    16.06      3.26      0      0     16.44      0.38      19.69      3.64
  11    18.20      5.34      -1      1     18.20      0.00      23.54      5.34
  12    19.86      10.74      -1      0     19.86      0.00      30.60      10.74
  15    21.77      16.89      -1      3     21.77      0.00      38.66      16.89
  16    21.83      13.13      -1      4     21.83      0.00      34.96      13.13
  14    20.59      0.51      1      1     23.54      2.96      24.06      3.47
  17    23.93      23.92      1      1     24.06      0.12      47.98      24.05
  18    23.98      8.47      2      2     27.06      3.08      35.53      11.55
  13    19.91      10.36      0      0     30.60      10.68      40.95      21.04
  23    34.92      5.11      4      4     34.96      0.04      40.07      5.15
  20    27.31      13.22      2      2     35.53      8.22      48.74      21.43
  21    30.16      13.78      3      3     38.66      8.50      52.44      22.28
  24    35.37      6.72      4      4     40.07      4.70      46.79      11.41
  22    32.66      16.43      0      0     40.95      8.29      57.38      24.72
  28    42.37      7.55      4      4     46.79      4.41      54.34      11.97
  19    24.93      8.92      1      1     47.98      23.05      56.90      31.97
  25    36.52      4.41      2      2     48.74      12.22      53.16      16.63
  27    38.67      0.71      3      3     52.44      13.77      53.16      14.49
  35    51.08      2.84      3      3     53.16      2.07      56.00      4.92
  32    47.40      2.71      2      2     53.16      5.76      55.87      8.47
  30    47.09      5.01      4      4     54.34      7.24      59.35      12.26
  34    50.51      11.40      2      2     55.87      5.36      67.26      16.76
  36    53.10      0.97      3      3     56.00      2.90      56.97      3.87
  31    47.30      13.26      1      1     56.90      9.59      70.15      22.85
  38    54.29      14.40      3      3     56.97      2.68      71.37      17.08
  26    37.25      4.49      0      0     57.38      20.14      61.87      24.62
  40    60.59      16.54      -1      4     60.59      0.00      77.13      16.54
  29    46.41      32.38      0      0     61.87      15.46      94.25      47.84
  37    53.86      15.09      2      2     67.26      13.40      82.35      28.49
  33    48.34      5.67      1      1     70.15      21.82      75.83      27.49
  39    58.21      15.91      3      3     71.37      13.16      87.28      29.07
  44    70.58      11.75      1      1     75.83      5.25      87.58      17.00
  42    64.80      16.99      4      4     77.13      12.33      94.11      29.32
  43    68.65      12.62      2      2     82.35      13.70      94.97      26.32
  46    71.64      1.31      3      3     87.28      15.64      88.59      16.95
  47    73.79      0.74      1      1     87.58      13.79      88.32      14.53
  48    75.84      9.15      1      1     88.32      12.47      97.47      21.62
  51    82.12      8.85      3      3     88.59      6.47      97.45      15.33
  49    77.41      3.79      4      4     94.11      16.70      97.90      20.49
  41    64.17      3.83      0      0     94.25      30.08      98.08      33.91
  50    81.95      2.52      2      2     94.97      13.02      97.49      15.54
  53    93.48      2.37      3      3     97.45      3.96      99.82      6.33
  52    92.54      2.87      1      1     97.47      4.93      100.34      7.80
  54    96.28      7.20      2      2     97.49      1.20      104.68      8.40
  55    96.95      24.41      4      4     97.90      0.95      122.31      25.36
  45    71.12      3.07      0      0     98.08      26.96      101.15      30.03
  56    97.99      10.04      1      1     100.34      2.35      110.38      12.39
  57    98.77      1.76      0      0     101.15      2.38      102.91      4.14
  58    105.33      6.72      -1      0     105.33      0.00      112.05      6.72
  59    105.73      3.76      -1      2     105.73      0.00      109.49      3.76
  60    107.64      9.49      -1      3     107.64      0.00      117.13      9.49
  63    110.38      2.11      -1      2     110.38      0.00      112.49      2.11
  62    109.22      10.75      1      1     110.38      1.16      121.13      11.91
  61    108.81      6.78      0      0     112.05      3.25      118.83      10.03
  65    112.01      2.26      2      2     112.49      0.48      114.75      2.74
  66    116.61      13.98      -1      2     116.61      0.00      130.59      13.98
  64    110.79      11.95      1      1     121.13      10.34      133.08      22.29
  67    122.25      22.51      -1      0     122.25      0.00      144.77      22.51
  68    124.49      17.04      -1      3     124.49      0.00      141.54      17.04
  69    129.24      1.77      -1      4     129.24      0.00      131.01      1.77
  70    131.28      0.35      -1      2     131.28      0.00      131.63      0.35
  71    132.18      6.63      -1      2     132.18      0.00      138.81      6.63
  72    132.20      0.51      -1      4     132.20      0.00      132.72      0.51
  73    132.78      7.64      -1      4     132.78      0.00      140.41      7.64
  74    133.82      6.82      -1      1     133.82      0.00      140.64      6.82
  77    138.90      4.84      -1      2     138.90      0.00      143.74      4.84
  76    136.55      7.92      1      1     140.64      4.08      148.55      12.00
  79    141.87      11.53      -1      3     141.87      0.00      153.40      11.53
  78    139.22      16.62      2      2     143.74      4.52      160.36      21.15
  75    134.40      2.07      0      0     144.77      10.37      146.83      12.43
  80    145.66      10.21      -1      4     145.66      0.00      155.87      10.21
  81    146.22      1.77      0      0     146.83      0.62      148.61      2.39
  82    146.30      1.97      1      1     148.55      2.25      150.52      4.22
  83    149.01      9.41      -1      0     149.01      0.00      158.42      9.41
  85    149.71      2.71      1      1     150.52      0.82      153.24      3.53
  87    150.72      4.15      1      1     153.24      2.51      157.39      6.67
  88    151.17      14.70      3      3     153.40      2.23      168.11      16.93
  89    153.08      4.75      4      4     155.87      2.79      160.62      7.54
  90    155.34      2.45      1      1     157.39      2.05      159.84      4.50
  84    149.04      1.05      0      0     158.42      9.38      159.47      10.43
  86    149.73      8.35      2      2     160.36      10.64      168.72      18.99
  91    160.67      1.29      -1      0     160.67      0.00      161.96      1.29
  92    160.78      11.36      -1      1     160.78      0.00      172.14      11.36
  93    163.86      19.51      -1      0     163.86      0.00      183.37      19.51
  94    166.42      5.65      -1      4     166.42      0.00      172.07      5.65
  96    169.51      4.12      -1      2     169.51      0.00      173.63      4.12
  97    170.00      2.39      -1      3     170.00      0.00      172.39      2.39
  98    170.72      15.34      1      1     172.14      1.42      187.48      16.76
  100    173.54      7.66      -1      3     173.54      0.00      181.21      7.66
  99    171.91      0.52      2      2     173.63      1.73      174.16      2.25
  101    174.39      3.19      -1      2     174.39      0.00      177.59      3.19
  102    174.46      0.82      -1      4     174.46      0.00      175.29      0.82
  103    175.69      4.03      -1      4     175.69      0.00      179.72      4.03
  105    179.36      5.52      -1      2     179.36      0.00      184.89      5.52
  106    181.72      1.17      -1      3     181.72      0.00      182.88      1.17
  95    167.20      1.39      0      0     183.37      16.17      184.76      17.56
  107    184.66      14.71      -1      3     184.66      0.00      199.37      14.71
  108    187.00      1.32      -1      0     187.00      0.00      188.32      1.32
  104    175.88      9.00      1      1     187.48      11.60      196.48      20.60
  109    188.59      2.09      -1      0     188.59      0.00      190.68      2.09
  110    190.43      19.49      -1      2     190.43      0.00      209.93      19.49
  111    193.22      6.36      -1      0     193.22      0.00      199.58      6.36
  112    194.34      6.56      -1      4     194.34      0.00      200.90      6.56
  113    208.42      9.00      -1      0     208.42      0.00      217.42      9.00
  114    209.52      26.31      -1      1     209.52      0.00      235.83      26.31
  115    209.58      8.12      -1      3     209.58      0.00      217.70      8.12
  116    211.12      6.87      -1      2     211.12      0.00      217.99      6.87
  117    211.53      12.74      -1      4     211.53      0.00      224.27      12.74
  118    214.27      9.72      0      0     217.42      3.15      227.14      12.87
  121    215.92      2.08      3      3     217.70      1.78      219.78      3.86
  120    215.54      3.90      2      2     217.99      2.44      221.89      6.34
  123    219.50      1.55      2      2     221.89      2.39      223.44      3.93
  124    225.94      4.59      -1      2     225.94      0.00      230.54      4.59
  122    218.67      4.09      0      0     227.14      8.47      231.23      12.56
  125    233.90      16.91      -1      0     233.90      0.00      250.82      16.91
  119    214.41      10.71      1      1     235.83      21.42      246.54      32.13
  126    237.20      5.15      -1      2     237.20      0.00      242.35      5.15
  127    238.03      1.40      -1      3     238.03      0.00      239.43      1.40
  128    238.19      8.50      -1      4     238.19      0.00      246.69      8.50
  130    242.54      6.79      -1      2     242.54      0.00      249.33      6.79
  131    242.94      0.65      -1      3     242.94      0.00      243.58      0.65
  133    245.66      0.53      -1      3     245.66      0.00      246.19      0.53
  132    243.23      18.51      1      1     246.54      3.30      265.04      21.81
  134    247.66      6.39      -1      3     247.66      0.00      254.05      6.39
  135    249.24      10.72      -1      4     249.24      0.00      259.96      10.72
  136    250.80      2.11      -1      2     250.80      0.00      252.92      2.11
  129    239.09      29.66      0      0     250.82      11.73      280.47      41.39
  138    254.16      3.12      -1      2     254.16      0.00      257.28      3.12
  139    254.89      1.83      -1      3     254.89      0.00      256.72      1.83
  141    256.23      1.12      2      2     257.28      1.05      258.40      2.17
  142    258.25      1.87      -1      3     258.25      0.00      260.13      1.87
  143    264.55      5.96      -1      2     264.55      0.00      270.52      5.96
  144    264.97      5.44      -1      3     264.97      0.00      270.41      5.44
  140    255.76      2.14      1      1     265.04      9.28      267.18      11.42
  145    268.96      10.97      -1      1     268.96      0.00      279.94      10.97
  146    269.55      1.89      -1      4     269.55      0.00      271.44      1.89
  147    272.30      5.74      -1      2     272.30      0.00      278.03      5.74
  148    273.68      31.72      -1      3     273.68      0.00      305.40      31.72
  149    278.44      3.91      -1      2     278.44      0.00      282.35      3.91
  137    250.96      1.54      0      0     280.47      29.51      282.01      31.05
  150    287.41      4.10      -1      0     287.41      0.00      291.51      4.10
  151    287.83      3.88      -1      1     287.83      0.00      291.71      3.88
  152    297.91      19.29      -1      0     297.91      0.00      317.20      19.29
  153    298.05      0.95      -1      1     298.05      0.00      299.00      0.95
  154    299.42      3.03      -1      1     299.42      0.00      302.45      3.03
  155    300.05      19.83      -1      2     300.05      0.00      319.88      19.83
  156    303.74      3.35      -1      1     303.74      0.00      307.09      3.35
  157    304.04      4.12      -1      4     304.04      0.00      308.16      4.12
  159    306.62      4.33      -1      3     306.62      0.00      310.95      4.33
  160    313.44      7.27      -1      1     313.44      0.00      320.71      7.27
  161    313.87      1.60      -1      3     313.87      0.00      315.47      1.60
  162    314.35      3.81      -1      4     314.35      0.00      318.16      3.81
  158    305.06      0.30      0      0     317.20      12.15      317.50      12.44
  163    321.12      8.88      -1      0     321.12      0.00      330.00      8.88
  164    322.40      2.35      -1      1     322.40      0.00      324.75      2.35
  165    329.14      7.81      -1      1     329.14      0.00      336.95      7.81
  166    329.15      3.39      -1      2     329.15      0.00      332.54      3.39
  167    329.46      8.75      -1      3     329.46      0.00      338.21      8.75
  168    329.59      2.81      -1      4     329.59      0.00      332.40      2.81
  169    331.05      29.35      -1      0     331.05      0.00      360.40      29.35
  170    338.29      11.70      -1      1     338.29      0.00      349.99      11.70
  171    339.09      11.19      -1      2     339.09      0.00      350.28      11.19
  172    339.14      8.80      -1      3     339.14      0.00      347.94      8.80
  173    343.63      3.69      -1      4     343.63      0.00      347.33      3.69
  174    347.91      13.50      -1      4     347.91      0.00      361.40      13.50
