Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: Individual customer service information: 

Customer  Arrival    Service  Queue  Teller  Time Serv  Time Cust  Time Serv  Time Spent 
   Id      Time       Time     Loc    Loc     Begins      Waits      Ends       in Sys   
-----------------------------------------------------------------------------------------
  167    329.46      8.75      -1      3     329.46      0.00      338.21      8.75
  169    331.05      29.35      -1      2     331.05      0.00      360.40      29.35
  168    329.59      2.81      0      0     336.95      7.36      339.76      10.17
  170    338.29      11.70      -1      1     338.29      0.00      349.99      11.70
  171    339.09      11.19      -1      3     339.09      0.00      350.28      11.19
  172    339.14      8.80      0      0     339.76      0.62      348.56      9.42
  173    343.63      3.69      0      0     348.56      4.93      352.25      8.62
  174    347.91      13.50      1      1     349.99      2.09      363.49      15.59
  177    349.63      3.74      3      3     350.28      0.66      354.03      4.40
  175    348.82      6.55      0      0     352.25      3.43      358.81      9.99
  180    351.08      5.82      3      3     354.03      2.94      359.85      8.77
  178    349.83      11.39      0      0     358.81      8.97      370.19      20.36
  184    358.14      22.58      3      3     359.85      1.72      382.43      24.30
  176    348.94      3.09      2      2     360.40      11.46      363.49      14.55
  183    353.17      8.31      2      2     363.49      10.31      371.79      18.62
  179    350.86      11.76      1      1     363.49      12.63      375.25      24.40
  182    353.05      1.80      0      0     370.19      17.14      371.99      18.94
  187    360.55      16.12      2      2     371.79      11.24      387.92      27.37
  186    359.40      8.33      0      0     371.99      12.60      380.32      20.92
  181    351.09      10.36      1      1     375.25      24.17      385.61      34.52
  189    376.90      13.51      0      0     380.32      3.42      393.83      16.93
  185    358.47      5.92      3      3     382.43      23.97      388.35      29.88
  188    368.10      19.00      1      1     385.61      17.51      404.61      36.51
  190    378.63      0.96      2      2     387.92      9.29      388.87      10.25
  194    379.74      1.60      3      3     388.35      8.61      389.95      10.21
  193    379.49      3.50      2      2     388.87      9.39      392.37      12.88
  198    389.39      8.84      3      3     389.95      0.56      398.79      9.40
  197    389.11      25.99      2      2     392.37      3.26      418.36      29.25
  191    378.74      0.54      0      0     393.83      15.09      394.37      15.62
  195    381.86      1.31      0      0     394.37      12.51      395.68      13.82
  203    394.43      1.13      0      0     395.68      1.25      396.81      2.38
  199    390.70      2.75      3      3     398.79      8.08      401.54      10.84
  204    399.22      33.17      -1      0     399.22      0.00      432.39      33.17
  202    393.19      13.93      3      3     401.54      8.35      415.47      22.29
  192    379.02      10.27      1      1     404.61      25.59      414.88      35.85
  196    387.04      30.45      1      1     414.88      27.84      445.33      58.29
  206    401.87      10.61      3      3     415.47      13.60      426.08      24.21
  200    392.29      3.04      2      2     418.36      26.07      421.41      29.11
  201    392.90      11.36      2      2     421.41      28.51      432.77      39.87
  208    403.15      1.67      3      3     426.08      22.93      427.75      24.60
  213    421.09      17.93      3      3     427.75      6.66      445.68      24.59
  205    399.78      2.15      0      0     432.39      32.61      434.54      34.76
  212    420.27      0.56      2      2     432.77      12.50      433.33      13.05
  214    422.45      2.06      2      2     433.33      10.87      435.39      12.94
  207    402.75      8.19      0      0     434.54      31.79      442.73      39.98
  217    435.12      0.78      2      2     435.39      0.27      436.17      1.05
  219    435.24      18.77      2      2     436.17      0.93      454.94      19.70
  210    412.08      3.27      0      0     442.73      30.65      446.01      33.93
  209    405.71      17.41      1      1     445.33      39.62      462.74      57.03
  215    431.46      0.30      3      3     445.68      14.22      445.98      14.52
  216    432.76      13.34      3      3     445.98      13.22      459.31      26.56
  218    435.18      1.55      0      0     446.01      10.83      447.55      12.38
  222    440.12      55.39      0      0     447.55      7.44      502.95      62.83
  220    436.70      2.07      2      2     454.94      18.24      457.01      20.30
  221    437.99      1.74      2      2     457.01      19.01      458.75      20.75
  225    446.50      0.07      3      3     459.31      12.82      459.38      12.89
  226    446.88      2.19      3      3     459.38      12.50      461.57      14.68
  234    460.63      4.23      -1      2     460.63      0.00      464.87      4.23
  236    461.12      2.92      3      3     461.57      0.45      464.49      3.37
  211    415.47      8.68      1      1     462.74      47.27      471.43      55.96
  235    460.82      6.13      2      2     464.87      4.04      471.00      10.18
  237    465.89      4.53      -1      3     465.89      0.00      470.42      4.53
  239    466.53      2.10      3      3     470.42      3.90      472.53      6.00
  238    465.93      11.59      2      2     471.00      5.07      482.59      16.66
  223    442.26      6.12      1      1     471.43      29.16      477.55      35.29
  241    466.97      3.13      3      3     472.53      5.56      475.65      8.69
  243    470.43      6.86      3      3     475.65      5.22      482.51      12.08
  229    450.73      0.97      1      1     477.55      26.82      478.52      27.79
  242    467.90      4.71      1      1     478.52      10.62      483.23      15.33
  245    477.50      10.21      3      3     482.51      5.01      492.72      15.22
  240    466.55      4.59      2      2     482.59      16.04      487.18      20.63
  246    478.79      0.91      1      1     483.23      4.44      484.14      5.35
  244    475.18      0.51      2      2     487.18      12.00      487.68      12.51
  224    444.12      12.69      0      0     502.95      58.83      515.63      71.52
  227    449.21      12.72      0      0     515.63      66.42      528.35      79.14
  228    449.82      44.66      0      0     528.35      78.53      573.02      123.20



Customers Who did not stay



Customer  Arrival    Service
   Id      Time       Time  
--------  -------    -------
32    47.40      2.71
33    48.34      5.67
34    50.51      11.40
35    51.08      2.84
38    54.29      14.40
51    82.12      8.85
87    150.72      4.15
88    151.17      14.70
90    155.34      2.45
102    174.46      0.82
104    175.88      9.00
105    179.36      5.52
230    452.03      12.52
231    452.23      0.98
232    452.63      5.14
233    454.46      2.43



Number of Tellers: 4
Number of Queues: 4
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 246
Number of customers served: 230
Num. Turned Away: 16
Num. who waited: 183
Average Wait: 10.875630654338346
Max Wait: 78.5335396262036
Std. Dev. Wait: 11.72598153937847
Ave. Service: 8.17582590758544
Average Waiter Wait: 13.668825412556393
Ave. in System: 19.05145656192378
